"vals","group",".sample"
0.808926449614101,2,1
0.819782406067405,1,1
0.836039900276335,2,1
0.842907522933368,1,1
0.861206487732997,2,1
0.881472516831654,1,1
0.817390232379293,2,1
0.836310480879914,2,1
0.840680559618857,2,1
0.764590632583914,1,1
0.870495298428944,2,1
0.854767586295994,1,1
0.777566428471775,2,1
0.831913322151243,2,1
0.818633349522373,1,1
0.842488101915341,2,1
0.813019554891845,2,1
0.799407575810499,1,1
0.847557840176529,2,1
0.892216498442751,2,1
0.854955810350735,1,1
0.813150153137617,1,1
0.829649273115018,2,1
0.847129488671598,2,1
0.846003111907355,2,1
0.841831253322401,2,1
0.841503776772006,2,1
0.793782843393097,2,1
0.853058253786208,1,1
0.773898157378275,1,1
0.804977195952046,2,1
0.794466934092911,1,1
0.856513615812436,2,1
0.844030343610168,2,1
0.794843854363572,2,1
0.782543736278289,1,1
0.766050313140427,2,1
0.80494891811937,2,1
0.774244198684172,2,1
0.811231045830707,1,1
0.804041936071883,2,1
0.871317907572226,2,1
0.830629250975333,2,1
0.786893827404704,2,1
0.777436154272612,1,1
0.8082237811051,1,1
0.851040882590048,1,1
0.784946811838736,1,1
0.773351194420001,1,1
0.919825530479084,1,1
0.846557758971404,2,1
0.796483967088646,1,1
0.744297666398453,2,1
0.806964672379599,2,1
0.783960106508898,1,1
0.845632184400537,2,1
0.797022914655078,2,1
0.787595217229911,1,1
0.859092345529261,1,1
0.848843395773108,1,1
0.807238334794965,2,1
0.857173059284136,2,1
0.833425569749205,1,1
0.836876652943591,1,1
0.82043688281788,1,1
0.880378789919965,2,1
0.881551969731103,2,1
0.796115504994243,1,1
0.834769636901872,1,1
0.794681816349505,2,1
0.814994758930729,2,1
0.80351097160158,1,1
0.898070535408805,2,1
0.83151693884733,2,1
0.784099557783799,1,1
0.818151492935264,1,1
0.816142734246946,2,1
0.827181570792789,2,1
0.789383408682006,1,1
0.869190345121274,2,1
0.803141699910287,1,1
0.832537045957603,1,1
0.848807715585536,2,1
0.801507823068723,1,1
0.886764067034827,1,1
0.894668612318155,1,1
0.838051372172187,2,1
0.809627726941102,2,1
0.809428378715554,1,1
0.905617077094571,1,1
0.812616084316815,1,1
0.801939030350223,1,1
0.812303998028796,2,1
0.794925120925617,2,1
0.788951583593054,1,1
0.884644053867127,2,1
0.856584479434749,1,1
0.932888016327971,2,1
0.833774814480235,2,1
0.843884471181822,2,1
0.807205574927573,1,1
0.865759332409329,2,1
0.857073938464305,1,1
0.829869220545549,2,1
0.822680836593382,1,1
0.873451760105004,2,1
0.814366434816985,1,1
0.86265968732918,2,1
0.868255852704752,2,1
0.837240687145939,1,1
0.820079813389003,1,1
0.910510272707513,1,1
0.797005338713168,2,1
0.826018833069588,2,1
0.845187994826702,2,1
0.86110642466919,1,1
0.910216212588765,2,1
0.823161057093195,1,1
0.861734365772441,1,1
0.836733640201824,1,1
0.797535968254587,1,1
0.858656534590424,1,1
0.826138711636134,1,1
0.873727339858573,1,1
0.839416492208104,2,1
0.806284902968971,2,1
0.849224630041412,1,1
0.819113685377711,2,1
0.875069540064635,1,1
0.873209124655936,1,1
0.844413105332303,1,1
0.832179491736423,1,1
0.790073717778398,2,1
0.84539902396142,2,1
0.815662216132255,2,1
0.843691072628982,2,1
0.858633945766007,2,1
0.844965236990465,1,1
0.813218871690176,1,1
0.813314452472401,1,1
0.845632471822477,2,1
0.879133067562399,1,1
0.815933437988483,2,1
0.874992185293924,1,1
0.803751026096284,2,1
0.873850046866911,2,1
0.841885360414931,2,1
0.803598658386869,2,1
0.901928867480779,2,1
0.871732616536655,1,1
0.895803272960649,2,1
0.825878141834566,1,1
0.887814807715537,1,1
0.810691629474669,2,1
0.863174928762875,1,1
0.879165920452329,2,1
0.862631530877475,1,1
0.793008914005226,2,1
0.850831771477429,1,1
0.835835188324714,1,1
0.837435820411164,1,1
0.884223643542773,2,1
0.819025889202257,1,1
0.882579090646537,1,1
0.83651846859033,1,1
0.88424567050634,1,1
0.880235497783765,2,1
0.861130906318807,1,1
0.878163201573481,1,1
0.856983127029093,1,1
0.795486809869187,1,1
0.801426025311803,1,1
0.84916134979135,1,1
0.852718725881205,1,1
0.872965556605173,2,1
0.825400812047984,1,1
0.851312732924497,2,1
0.855947803466125,1,1
0.823347787414395,1,1
0.834865081808401,2,1
0.839294575443805,2,1
0.867813729770695,1,1
0.83911875376658,2,1
0.896906899107242,1,1
0.870539677010528,2,1
0.804448726094082,2,1
0.866764825146779,2,1
0.891111594844065,2,1
0.831292987606412,1,1
0.832070930995388,1,1
0.855564062195392,2,1
0.790201560105403,2,1
0.808926449614101,2,2
0.819782406067405,1,2
0.836039900276335,1,2
0.842907522933368,2,2
0.861206487732997,2,2
0.881472516831654,1,2
0.817390232379293,2,2
0.836310480879914,1,2
0.840680559618857,2,2
0.764590632583914,2,2
0.870495298428944,2,2
0.854767586295994,1,2
0.777566428471775,1,2
0.831913322151243,1,2
0.818633349522373,2,2
0.842488101915341,2,2
0.813019554891845,1,2
0.799407575810499,1,2
0.847557840176529,2,2
0.892216498442751,1,2
0.854955810350735,2,2
0.813150153137617,1,2
0.829649273115018,1,2
0.847129488671598,2,2
0.846003111907355,1,2
0.841831253322401,2,2
0.841503776772006,1,2
0.793782843393097,2,2
0.853058253786208,1,2
0.773898157378275,1,2
0.804977195952046,2,2
0.794466934092911,2,2
0.856513615812436,1,2
0.844030343610168,1,2
0.794843854363572,1,2
0.782543736278289,1,2
0.766050313140427,2,2
0.80494891811937,1,2
0.774244198684172,1,2
0.811231045830707,2,2
0.804041936071883,2,2
0.871317907572226,2,2
0.830629250975333,1,2
0.786893827404704,2,2
0.777436154272612,1,2
0.8082237811051,1,2
0.851040882590048,1,2
0.784946811838736,2,2
0.773351194420001,2,2
0.919825530479084,2,2
0.846557758971404,2,2
0.796483967088646,1,2
0.744297666398453,2,2
0.806964672379599,1,2
0.783960106508898,1,2
0.845632184400537,2,2
0.797022914655078,1,2
0.787595217229911,1,2
0.859092345529261,2,2
0.848843395773108,1,2
0.807238334794965,1,2
0.857173059284136,2,2
0.833425569749205,2,2
0.836876652943591,2,2
0.82043688281788,2,2
0.880378789919965,2,2
0.881551969731103,1,2
0.796115504994243,2,2
0.834769636901872,2,2
0.794681816349505,2,2
0.814994758930729,1,2
0.80351097160158,1,2
0.898070535408805,2,2
0.83151693884733,2,2
0.784099557783799,2,2
0.818151492935264,2,2
0.816142734246946,2,2
0.827181570792789,1,2
0.789383408682006,1,2
0.869190345121274,1,2
0.803141699910287,2,2
0.832537045957603,1,2
0.848807715585536,2,2
0.801507823068723,2,2
0.886764067034827,2,2
0.894668612318155,1,2
0.838051372172187,1,2
0.809627726941102,2,2
0.809428378715554,2,2
0.905617077094571,1,2
0.812616084316815,1,2
0.801939030350223,1,2
0.812303998028796,2,2
0.794925120925617,1,2
0.788951583593054,2,2
0.884644053867127,2,2
0.856584479434749,1,2
0.932888016327971,1,2
0.833774814480235,2,2
0.843884471181822,2,2
0.807205574927573,2,2
0.865759332409329,1,2
0.857073938464305,2,2
0.829869220545549,1,2
0.822680836593382,1,2
0.873451760105004,2,2
0.814366434816985,1,2
0.86265968732918,2,2
0.868255852704752,1,2
0.837240687145939,2,2
0.820079813389003,1,2
0.910510272707513,2,2
0.797005338713168,2,2
0.826018833069588,2,2
0.845187994826702,1,2
0.86110642466919,2,2
0.910216212588765,2,2
0.823161057093195,1,2
0.861734365772441,2,2
0.836733640201824,1,2
0.797535968254587,1,2
0.858656534590424,1,2
0.826138711636134,1,2
0.873727339858573,2,2
0.839416492208104,1,2
0.806284902968971,1,2
0.849224630041412,1,2
0.819113685377711,1,2
0.875069540064635,2,2
0.873209124655936,1,2
0.844413105332303,2,2
0.832179491736423,1,2
0.790073717778398,2,2
0.84539902396142,1,2
0.815662216132255,1,2
0.843691072628982,2,2
0.858633945766007,2,2
0.844965236990465,1,2
0.813218871690176,2,2
0.813314452472401,2,2
0.845632471822477,1,2
0.879133067562399,1,2
0.815933437988483,2,2
0.874992185293924,1,2
0.803751026096284,1,2
0.873850046866911,1,2
0.841885360414931,1,2
0.803598658386869,1,2
0.901928867480779,2,2
0.871732616536655,1,2
0.895803272960649,2,2
0.825878141834566,1,2
0.887814807715537,2,2
0.810691629474669,2,2
0.863174928762875,2,2
0.879165920452329,1,2
0.862631530877475,1,2
0.793008914005226,2,2
0.850831771477429,2,2
0.835835188324714,2,2
0.837435820411164,2,2
0.884223643542773,2,2
0.819025889202257,2,2
0.882579090646537,2,2
0.83651846859033,1,2
0.88424567050634,2,2
0.880235497783765,2,2
0.861130906318807,2,2
0.878163201573481,1,2
0.856983127029093,2,2
0.795486809869187,2,2
0.801426025311803,1,2
0.84916134979135,1,2
0.852718725881205,1,2
0.872965556605173,1,2
0.825400812047984,2,2
0.851312732924497,1,2
0.855947803466125,2,2
0.823347787414395,1,2
0.834865081808401,2,2
0.839294575443805,2,2
0.867813729770695,2,2
0.83911875376658,1,2
0.896906899107242,1,2
0.870539677010528,1,2
0.804448726094082,1,2
0.866764825146779,1,2
0.891111594844065,1,2
0.831292987606412,1,2
0.832070930995388,2,2
0.855564062195392,2,2
0.790201560105403,1,2
0.808926449614101,1,3
0.819782406067405,2,3
0.836039900276335,2,3
0.842907522933368,1,3
0.861206487732997,1,3
0.881472516831654,2,3
0.817390232379293,1,3
0.836310480879914,2,3
0.840680559618857,2,3
0.764590632583914,2,3
0.870495298428944,1,3
0.854767586295994,1,3
0.777566428471775,2,3
0.831913322151243,2,3
0.818633349522373,1,3
0.842488101915341,1,3
0.813019554891845,2,3
0.799407575810499,2,3
0.847557840176529,2,3
0.892216498442751,1,3
0.854955810350735,1,3
0.813150153137617,1,3
0.829649273115018,1,3
0.847129488671598,2,3
0.846003111907355,1,3
0.841831253322401,2,3
0.841503776772006,2,3
0.793782843393097,2,3
0.853058253786208,1,3
0.773898157378275,2,3
0.804977195952046,1,3
0.794466934092911,1,3
0.856513615812436,2,3
0.844030343610168,1,3
0.794843854363572,2,3
0.782543736278289,2,3
0.766050313140427,1,3
0.80494891811937,2,3
0.774244198684172,2,3
0.811231045830707,2,3
0.804041936071883,1,3
0.871317907572226,1,3
0.830629250975333,1,3
0.786893827404704,1,3
0.777436154272612,1,3
0.8082237811051,1,3
0.851040882590048,1,3
0.784946811838736,1,3
0.773351194420001,1,3
0.919825530479084,1,3
0.846557758971404,1,3
0.796483967088646,2,3
0.744297666398453,2,3
0.806964672379599,2,3
0.783960106508898,2,3
0.845632184400537,2,3
0.797022914655078,1,3
0.787595217229911,1,3
0.859092345529261,2,3
0.848843395773108,1,3
0.807238334794965,2,3
0.857173059284136,1,3
0.833425569749205,2,3
0.836876652943591,1,3
0.82043688281788,2,3
0.880378789919965,1,3
0.881551969731103,2,3
0.796115504994243,2,3
0.834769636901872,2,3
0.794681816349505,2,3
0.814994758930729,1,3
0.80351097160158,2,3
0.898070535408805,1,3
0.83151693884733,2,3
0.784099557783799,2,3
0.818151492935264,2,3
0.816142734246946,1,3
0.827181570792789,1,3
0.789383408682006,1,3
0.869190345121274,2,3
0.803141699910287,1,3
0.832537045957603,1,3
0.848807715585536,2,3
0.801507823068723,2,3
0.886764067034827,1,3
0.894668612318155,2,3
0.838051372172187,2,3
0.809627726941102,1,3
0.809428378715554,2,3
0.905617077094571,2,3
0.812616084316815,2,3
0.801939030350223,1,3
0.812303998028796,2,3
0.794925120925617,2,3
0.788951583593054,2,3
0.884644053867127,2,3
0.856584479434749,2,3
0.932888016327971,2,3
0.833774814480235,2,3
0.843884471181822,1,3
0.807205574927573,2,3
0.865759332409329,2,3
0.857073938464305,2,3
0.829869220545549,1,3
0.822680836593382,1,3
0.873451760105004,2,3
0.814366434816985,1,3
0.86265968732918,2,3
0.868255852704752,1,3
0.837240687145939,1,3
0.820079813389003,2,3
0.910510272707513,1,3
0.797005338713168,1,3
0.826018833069588,2,3
0.845187994826702,1,3
0.86110642466919,2,3
0.910216212588765,1,3
0.823161057093195,1,3
0.861734365772441,2,3
0.836733640201824,1,3
0.797535968254587,1,3
0.858656534590424,2,3
0.826138711636134,1,3
0.873727339858573,2,3
0.839416492208104,2,3
0.806284902968971,1,3
0.849224630041412,2,3
0.819113685377711,2,3
0.875069540064635,2,3
0.873209124655936,2,3
0.844413105332303,1,3
0.832179491736423,2,3
0.790073717778398,1,3
0.84539902396142,2,3
0.815662216132255,1,3
0.843691072628982,1,3
0.858633945766007,2,3
0.844965236990465,1,3
0.813218871690176,1,3
0.813314452472401,2,3
0.845632471822477,2,3
0.879133067562399,1,3
0.815933437988483,1,3
0.874992185293924,1,3
0.803751026096284,1,3
0.873850046866911,1,3
0.841885360414931,2,3
0.803598658386869,1,3
0.901928867480779,2,3
0.871732616536655,2,3
0.895803272960649,1,3
0.825878141834566,2,3
0.887814807715537,1,3
0.810691629474669,2,3
0.863174928762875,1,3
0.879165920452329,2,3
0.862631530877475,1,3
0.793008914005226,1,3
0.850831771477429,1,3
0.835835188324714,2,3
0.837435820411164,1,3
0.884223643542773,1,3
0.819025889202257,1,3
0.882579090646537,1,3
0.83651846859033,1,3
0.88424567050634,1,3
0.880235497783765,2,3
0.861130906318807,2,3
0.878163201573481,2,3
0.856983127029093,1,3
0.795486809869187,1,3
0.801426025311803,2,3
0.84916134979135,2,3
0.852718725881205,2,3
0.872965556605173,1,3
0.825400812047984,1,3
0.851312732924497,2,3
0.855947803466125,1,3
0.823347787414395,2,3
0.834865081808401,2,3
0.839294575443805,1,3
0.867813729770695,1,3
0.83911875376658,2,3
0.896906899107242,1,3
0.870539677010528,1,3
0.804448726094082,2,3
0.866764825146779,1,3
0.891111594844065,2,3
0.831292987606412,1,3
0.832070930995388,2,3
0.855564062195392,2,3
0.790201560105403,1,3
0.808926449614101,2,4
0.819782406067405,2,4
0.836039900276335,2,4
0.842907522933368,1,4
0.861206487732997,2,4
0.881472516831654,2,4
0.817390232379293,1,4
0.836310480879914,1,4
0.840680559618857,2,4
0.764590632583914,1,4
0.870495298428944,1,4
0.854767586295994,2,4
0.777566428471775,2,4
0.831913322151243,1,4
0.818633349522373,2,4
0.842488101915341,2,4
0.813019554891845,2,4
0.799407575810499,1,4
0.847557840176529,2,4
0.892216498442751,2,4
0.854955810350735,1,4
0.813150153137617,1,4
0.829649273115018,1,4
0.847129488671598,2,4
0.846003111907355,2,4
0.841831253322401,1,4
0.841503776772006,1,4
0.793782843393097,1,4
0.853058253786208,2,4
0.773898157378275,1,4
0.804977195952046,1,4
0.794466934092911,1,4
0.856513615812436,1,4
0.844030343610168,1,4
0.794843854363572,1,4
0.782543736278289,2,4
0.766050313140427,2,4
0.80494891811937,1,4
0.774244198684172,1,4
0.811231045830707,1,4
0.804041936071883,1,4
0.871317907572226,2,4
0.830629250975333,2,4
0.786893827404704,2,4
0.777436154272612,1,4
0.8082237811051,1,4
0.851040882590048,1,4
0.784946811838736,2,4
0.773351194420001,1,4
0.919825530479084,1,4
0.846557758971404,2,4
0.796483967088646,2,4
0.744297666398453,2,4
0.806964672379599,1,4
0.783960106508898,2,4
0.845632184400537,1,4
0.797022914655078,1,4
0.787595217229911,2,4
0.859092345529261,1,4
0.848843395773108,2,4
0.807238334794965,2,4
0.857173059284136,2,4
0.833425569749205,2,4
0.836876652943591,2,4
0.82043688281788,1,4
0.880378789919965,2,4
0.881551969731103,2,4
0.796115504994243,2,4
0.834769636901872,2,4
0.794681816349505,1,4
0.814994758930729,1,4
0.80351097160158,2,4
0.898070535408805,2,4
0.83151693884733,2,4
0.784099557783799,2,4
0.818151492935264,1,4
0.816142734246946,2,4
0.827181570792789,1,4
0.789383408682006,1,4
0.869190345121274,2,4
0.803141699910287,1,4
0.832537045957603,2,4
0.848807715585536,2,4
0.801507823068723,1,4
0.886764067034827,2,4
0.894668612318155,1,4
0.838051372172187,1,4
0.809627726941102,1,4
0.809428378715554,1,4
0.905617077094571,2,4
0.812616084316815,1,4
0.801939030350223,2,4
0.812303998028796,2,4
0.794925120925617,2,4
0.788951583593054,1,4
0.884644053867127,1,4
0.856584479434749,2,4
0.932888016327971,1,4
0.833774814480235,2,4
0.843884471181822,2,4
0.807205574927573,2,4
0.865759332409329,2,4
0.857073938464305,2,4
0.829869220545549,2,4
0.822680836593382,1,4
0.873451760105004,2,4
0.814366434816985,2,4
0.86265968732918,1,4
0.868255852704752,1,4
0.837240687145939,1,4
0.820079813389003,2,4
0.910510272707513,2,4
0.797005338713168,1,4
0.826018833069588,2,4
0.845187994826702,1,4
0.86110642466919,1,4
0.910216212588765,2,4
0.823161057093195,1,4
0.861734365772441,1,4
0.836733640201824,1,4
0.797535968254587,1,4
0.858656534590424,1,4
0.826138711636134,2,4
0.873727339858573,2,4
0.839416492208104,2,4
0.806284902968971,2,4
0.849224630041412,1,4
0.819113685377711,2,4
0.875069540064635,1,4
0.873209124655936,1,4
0.844413105332303,1,4
0.832179491736423,2,4
0.790073717778398,2,4
0.84539902396142,2,4
0.815662216132255,1,4
0.843691072628982,1,4
0.858633945766007,2,4
0.844965236990465,2,4
0.813218871690176,1,4
0.813314452472401,2,4
0.845632471822477,1,4
0.879133067562399,2,4
0.815933437988483,2,4
0.874992185293924,1,4
0.803751026096284,1,4
0.873850046866911,2,4
0.841885360414931,1,4
0.803598658386869,2,4
0.901928867480779,1,4
0.871732616536655,2,4
0.895803272960649,1,4
0.825878141834566,1,4
0.887814807715537,1,4
0.810691629474669,2,4
0.863174928762875,2,4
0.879165920452329,2,4
0.862631530877475,2,4
0.793008914005226,1,4
0.850831771477429,1,4
0.835835188324714,1,4
0.837435820411164,2,4
0.884223643542773,2,4
0.819025889202257,2,4
0.882579090646537,1,4
0.83651846859033,2,4
0.88424567050634,1,4
0.880235497783765,2,4
0.861130906318807,2,4
0.878163201573481,2,4
0.856983127029093,1,4
0.795486809869187,1,4
0.801426025311803,2,4
0.84916134979135,1,4
0.852718725881205,2,4
0.872965556605173,1,4
0.825400812047984,1,4
0.851312732924497,1,4
0.855947803466125,2,4
0.823347787414395,1,4
0.834865081808401,1,4
0.839294575443805,1,4
0.867813729770695,1,4
0.83911875376658,1,4
0.896906899107242,1,4
0.870539677010528,1,4
0.804448726094082,2,4
0.866764825146779,1,4
0.891111594844065,2,4
0.831292987606412,2,4
0.832070930995388,2,4
0.855564062195392,1,4
0.790201560105403,1,4
0.808926449614101,2,5
0.819782406067405,1,5
0.836039900276335,1,5
0.842907522933368,1,5
0.861206487732997,2,5
0.881472516831654,1,5
0.817390232379293,2,5
0.836310480879914,1,5
0.840680559618857,2,5
0.764590632583914,1,5
0.870495298428944,2,5
0.854767586295994,1,5
0.777566428471775,2,5
0.831913322151243,2,5
0.818633349522373,2,5
0.842488101915341,2,5
0.813019554891845,2,5
0.799407575810499,2,5
