"group","values",".sample"
1,0.766729820895087,1
1,0.650776863098145,1
2,1.10033404357256,1
1,0.798897040965867,1
2,0.19519050931558,1
2,0.678671828471124,1
2,4.9928153302306,1
2,0.770409040111017,1
2,3.59898079824518,1
2,4.55301184407442,1
2,2.18904996750045,1
2,2.38141347462903,1
2,0.295481365639716,1
2,2.42046283245338,1
1,3.44631075842266,1
1,0.0085103220553675,1
1,3.69664869250214,1
1,0.707813412354882,1
1,0.527776046656072,1
1,1.32230423852326,1
1,4.77573509861655,1
2,0.55948658566922,1
1,1.13809936202463,1
2,3.38720853609924,1
2,1.52091685860398,1
1,0.200265078486991,1
2,0.264601319208215,1
1,0.151882568374276,1
1,0.353274601977319,1
1,0.489526753313839,1
1,1.02456449154289,1
2,0.333850889466703,1
1,0.128794652347169,1
1,0.236484965309501,1
2,0.108635025771136,1
1,1.09944895499704,1
2,0.0756048634648323,1
2,0.349933898076415,1
1,0.828971547963929,1
2,0.182233088649809,1
2,1.70536184861305,1
2,0.546247966121882,1
2,1.9386165588254,1
1,2.07286120197716,1
1,0.873719957956457,1
1,0.233735792338848,1
1,2.91941736482478,1
1,0.0168518926948309,1
2,0.694604007485223,1
2,0.694207127164018,1
1,1.66375430478694,1
2,1.46645675770371,1
2,2.58009942794654,1
1,0.383505468256772,1
1,0.677684368100017,1
1,1.2313532672818,1
1,0.971081421742338,1
2,0.277867995668203,1
1,0.0667014778591692,1
2,0.411327532492578,1
2,0.535927274264395,1
2,0.438209353480488,1
2,4.21742178594355,1
1,1.10815725191952,1
1,0.729367632376862,1
2,0.43477816414088,1
1,0.00573708184792748,1
2,1.22034387472541,1
2,0.883392563541399,1
2,0.205357093452093,1
1,0.39525342779234,1
2,1.88889998747947,1
1,1.0353457275358,1
2,0.50071491206193,1
1,0.389416255988181,1
2,3.46853673995888,1
2,1.31086580544235,1
1,2.1918638216934,1
2,1.61004034793916,1
1,2.30838326538417,1
2,2.2229350748143,1
1,0.0135721685364842,1
1,1.00552451535443,1
2,0.0495998249389231,1
2,0.248008037721279,1
1,1.88236996709349,1
1,1.00009401604058,1
2,1.02165207537032,1
1,2.1484906355476,1
2,0.683631783351302,1
2,0.0477623487823617,1
1,0.00563439893668104,1
2,0.932896013983874,1
1,0.60192528180778,1
2,1.15438675317438,1
2,1.49816582529786,1
1,0.0570395159733716,1
2,2.35060932006792,1
1,2.39168727944109,1
1,0.165670036803931,1
2,2.83201432122156,1
2,0.904192254198614,1
2,0.689817249774933,1
1,0.204396620252156,1
1,0.350477832748563,1
1,1.3281786897731,1
1,1.14995549387854,1
1,0.581091576255858,1
1,0.677021650131792,1
1,0.660703702364117,1
2,2.2176968025646,1
1,1.25860102749885,1
2,2.7808251361039,1
2,0.0410147379596796,1
2,0.642840085551143,1
2,0.121582659892738,1
1,0.958841955247235,1
2,2.87507326884155,1
2,0.106005609966815,1
2,0.803371133348866,1
2,0.190682677777955,1
2,0.317797903437167,1
2,0.127599254716188,1
1,2.02879187642577,1
1,0.79205118208648,1
1,1.19482687670262,1
1,0.419941803906113,1
2,0.562958177179098,1
1,0.109875912305349,1
2,2.4401111396632,1
2,0.429263256955892,1
1,0.641865017358214,1
1,0.928054908266201,1
1,0.973440907853556,1
1,0.889781497258336,1
2,1.63035055054423,1
1,2.77773940106925,1
1,1.52187702460215,1
