"group","values",".sample"
1,2.01637087008896,1
2,0.16878286831176,1
2,0.328278889413923,1
1,1.7528977113867,1
1,1.44547983064296,1
2,1.57350707702122,1
1,1.03970173555882,1
1,0.0484426917188983,1
1,0.189000368118286,1
1,1.71383597320857,1
1,0.467321635689586,1
1,2.62093611607764,1
2,1.58644337012413,1
2,1.44386138709437,1
1,1.08501121739991,1
1,1.43883665568797,1
2,0.353956824168563,1
1,3.25349327160006,1
2,1.57502648238058,1
1,0.441228547599167,1
1,1.62854555799606,1
2,1.24883775315703,1
1,0.723089689346862,1
1,0.0472463103942573,1
1,0.192209344357252,1
2,1.84946615985575,1
1,0.912005441436885,1
1,0.0397293143905699,1
2,0.836997295387178,1
2,2.62919696221564,1
2,0.611018173862249,1
2,0.00272202293827008,1
2,1.02704734816672,1
2,1.66908892980757,1
2,0.946590885477972,1
2,0.0109156058169901,1
1,1.56294235113805,1
1,0.885773122955852,1
1,0.0019892331333594,1
1,0.255293211273038,1
1,0.015070578083396,1
1,0.322906543500721,1
1,0.720744852033015,1
2,0.957958046131115,1
1,0.217793593648821,1
2,3.92355451411326,1
1,3.49913704401994,1
2,0.63362332303077,1
2,0.00321604451164603,1
1,0.155915008450384,1
1,1.56389654701282,1
2,0.87929026177153,1
1,0.431911741569638,1
2,0.376627058146331,1
1,3.55688773636757,1
1,4.67117171711046,1
1,0.627031548693776,1
1,0.173606754185733,1
1,1.83565086064567,1
1,0.100963749643415,1
2,0.144400124438107,1
1,1.62882626162549,1
1,0.0406005405524012,1
1,0.930397380050272,1
1,0.713681861199439,1
1,1.36319638801445,1
2,1.57263575404031,1
1,0.146809848863631,1
1,2.63798910516659,1
2,2.4784644025133,1
2,1.78441629348029,1
1,0.928055970929563,1
2,0.159522197302431,1
2,0.0299916548654437,1
2,0.924231870658696,1
2,2.01637087008896,2
2,0.16878286831176,2
1,0.328278889413923,2
2,1.7528977113867,2
2,1.44547983064296,2
1,1.57350707702122,2
2,1.03970173555882,2
1,0.0484426917188983,2
2,0.189000368118286,2
2,1.71383597320857,2
1,0.467321635689586,2
1,2.62093611607764,2
2,1.58644337012413,2
2,1.44386138709437,2
2,1.08501121739991,2
1,1.43883665568797,2
2,0.353956824168563,2
1,3.25349327160006,2
1,1.57502648238058,2
2,0.441228547599167,2
1,1.62854555799606,2
1,1.24883775315703,2
2,0.723089689346862,2
2,0.0472463103942573,2
1,0.192209344357252,2
1,1.84946615985575,2
2,0.912005441436885,2
2,0.0397293143905699,2
2,0.836997295387178,2
1,2.62919696221564,2
1,0.611018173862249,2
2,0.00272202293827008,2
1,1.02704734816672,2
1,1.66908892980757,2
1,0.946590885477972,2
1,0.0109156058169901,2
2,1.56294235113805,2
1,0.885773122955852,2
2,0.0019892331333594,2
1,0.255293211273038,2
1,0.015070578083396,2
2,0.322906543500721,2
1,0.720744852033015,2
2,0.957958046131115,2
1,0.217793593648821,2
1,3.92355451411326,2
1,3.49913704401994,2
1,0.63362332303077,2
1,0.00321604451164603,2
2,0.155915008450384,2
2,1.56389654701282,2
1,0.87929026177153,2
2,0.431911741569638,2
2,0.376627058146331,2
1,3.55688773636757,2
1,4.67117171711046,2
1,0.627031548693776,2
1,0.173606754185733,2
1,1.83565086064567,2
1,0.100963749643415,2
1,0.144400124438107,2
2,1.62882626162549,2
1,0.0406005405524012,2
1,0.930397380050272,2
1,0.713681861199439,2
1,1.36319638801445,2
2,1.57263575404031,2
1,0.146809848863631,2
1,2.63798910516659,2
2,2.4784644025133,2
1,1.78441629348029,2
2,0.928055970929563,2
1,0.159522197302431,2
1,0.0299916548654437,2
1,0.924231870658696,2
1,2.01637087008896,3
2,0.16878286831176,3
1,0.328278889413923,3
1,1.7528977113867,3
1,1.44547983064296,3
2,1.57350707702122,3
1,1.03970173555882,3
1,0.0484426917188983,3
1,0.189000368118286,3
1,1.71383597320857,3
2,0.467321635689586,3
1,2.62093611607764,3
1,1.58644337012413,3
1,1.44386138709437,3
1,1.08501121739991,3
1,1.43883665568797,3
2,0.353956824168563,3
2,3.25349327160006,3
1,1.57502648238058,3
2,0.441228547599167,3
2,1.62854555799606,3
1,1.24883775315703,3
2,0.723089689346862,3
1,0.0472463103942573,3
1,0.192209344357252,3
1,1.84946615985575,3
1,0.912005441436885,3
1,0.0397293143905699,3
1,0.836997295387178,3
1,2.62919696221564,3
2,0.611018173862249,3
1,0.00272202293827008,3
1,1.02704734816672,3
1,1.66908892980757,3
2,0.946590885477972,3
1,0.0109156058169901,3
1,1.56294235113805,3
1,0.885773122955852,3
1,0.0019892331333594,3
2,0.255293211273038,3
1,0.015070578083396,3
1,0.322906543500721,3
2,0.720744852033015,3
1,0.957958046131115,3
2,0.217793593648821,3
2,3.92355451411326,3
2,3.49913704401994,3
2,0.63362332303077,3
1,0.00321604451164603,3
1,0.155915008450384,3
1,1.56389654701282,3
2,0.87929026177153,3
1,0.431911741569638,3
2,0.376627058146331,3
2,3.55688773636757,3
1,4.67117171711046,3
2,0.627031548693776,3
1,0.173606754185733,3
1,1.83565086064567,3
2,0.100963749643415,3
1,0.144400124438107,3
1,1.62882626162549,3
1,0.0406005405524012,3
1,0.930397380050272,3
2,0.713681861199439,3
2,1.36319638801445,3
2,1.57263575404031,3
1,0.146809848863631,3
2,2.63798910516659,3
2,2.4784644025133,3
2,1.78441629348029,3
1,0.928055970929563,3
2,0.159522197302431,3
2,0.0299916548654437,3
2,0.924231870658696,3
2,2.01637087008896,4
1,0.16878286831176,4
2,0.328278889413923,4
1,1.7528977113867,4
1,1.44547983064296,4
1,1.57350707702122,4
1,1.03970173555882,4
2,0.0484426917188983,4
2,0.189000368118286,4
1,1.71383597320857,4
2,0.467321635689586,4
1,2.62093611607764,4
1,1.58644337012413,4
1,1.44386138709437,4
2,1.08501121739991,4
1,1.43883665568797,4
1,0.353956824168563,4
2,3.25349327160006,4
1,1.57502648238058,4
2,0.441228547599167,4
2,1.62854555799606,4
1,1.24883775315703,4
2,0.723089689346862,4
2,0.0472463103942573,4
1,0.192209344357252,4
2,1.84946615985575,4
2,0.912005441436885,4
1,0.0397293143905699,4
1,0.836997295387178,4
1,2.62919696221564,4
2,0.611018173862249,4
1,0.00272202293827008,4
1,1.02704734816672,4
2,1.66908892980757,4
1,0.946590885477972,4
1,0.0109156058169901,4
2,1.56294235113805,4
1,0.885773122955852,4
2,0.0019892331333594,4
1,0.255293211273038,4
2,0.015070578083396,4
2,0.322906543500721,4
2,0.720744852033015,4
1,0.957958046131115,4
1,0.217793593648821,4
2,3.92355451411326,4
1,3.49913704401994,4
1,0.63362332303077,4
2,0.00321604451164603,4
2,0.155915008450384,4
2,1.56389654701282,4
1,0.87929026177153,4
1,0.431911741569638,4
2,0.376627058146331,4
2,3.55688773636757,4
1,4.67117171711046,4
1,0.627031548693776,4
2,0.173606754185733,4
1,1.83565086064567,4
1,0.100963749643415,4
1,0.144400124438107,4
1,1.62882626162549,4
2,0.0406005405524012,4
1,0.930397380050272,4
1,0.713681861199439,4
2,1.36319638801445,4
1,1.57263575404031,4
1,0.146809848863631,4
1,2.63798910516659,4
1,2.4784644025133,4
1,1.78441629348029,4
1,0.928055970929563,4
2,0.159522197302431,4
1,0.0299916548654437,4
1,0.924231870658696,4
1,2.01637087008896,5
1,0.16878286831176,5
2,0.328278889413923,5
1,1.7528977113867,5
1,1.44547983064296,5
1,1.57350707702122,5
1,1.03970173555882,5
1,0.0484426917188983,5
1,0.189000368118286,5
1,1.71383597320857,5
1,0.467321635689586,5
1,2.62093611607764,5
1,1.58644337012413,5
2,1.44386138709437,5
1,1.08501121739991,5
2,1.43883665568797,5
1,0.353956824168563,5
2,3.25349327160006,5
2,1.57502648238058,5
1,0.441228547599167,5
2,1.62854555799606,5
1,1.24883775315703,5
2,0.723089689346862,5
2,0.0472463103942573,5
1,0.192209344357252,5
1,1.84946615985575,5
2,0.912005441436885,5
1,0.0397293143905699,5
1,0.836997295387178,5
1,2.62919696221564,5
1,0.611018173862249,5
1,0.00272202293827008,5
2,1.02704734816672,5
2,1.66908892980757,5
2,0.946590885477972,5
1,0.0109156058169901,5
2,1.56294235113805,5
2,0.885773122955852,5
2,0.0019892331333594,5
1,0.255293211273038,5
2,0.015070578083396,5
1,0.322906543500721,5
2,0.720744852033015,5
2,0.957958046131115,5
1,0.217793593648821,5
1,3.92355451411326,5
2,3.49913704401994,5
1,0.63362332303077,5
2,0.00321604451164603,5
2,0.155915008450384,5
2,1.56389654701282,5
2,0.87929026177153,5
2,0.431911741569638,5
1,0.376627058146331,5
1,3.55688773636757,5
1,4.67117171711046,5
1,0.627031548693776,5
1,0.173606754185733,5
2,1.83565086064567,5
2,0.100963749643415,5
1,0.144400124438107,5
1,1.62882626162549,5
1,0.0406005405524012,5
1,0.930397380050272,5
2,0.713681861199439,5
1,1.36319638801445,5
2,1.57263575404031,5
2,0.146809848863631,5
2,2.63798910516659,5
1,2.4784644025133,5
1,1.78441629348029,5
1,0.928055970929563,5
1,0.159522197302431,5
1,0.0299916548654437,5
1,0.924231870658696,5
1,2.01637087008896,6
2,0.16878286831176,6
2,0.328278889413923,6
1,1.7528977113867,6
1,1.44547983064296,6
1,1.57350707702122,6
1,1.03970173555882,6
2,0.0484426917188983,6
2,0.189000368118286,6
2,1.71383597320857,6
2,0.467321635689586,6
1,2.62093611607764,6
1,1.58644337012413,6
1,1.44386138709437,6
1,1.08501121739991,6
2,1.43883665568797,6
2,0.353956824168563,6
2,3.25349327160006,6
1,1.57502648238058,6
2,0.441228547599167,6
1,1.62854555799606,6
1,1.24883775315703,6
1,0.723089689346862,6
1,0.0472463103942573,6
1,0.192209344357252,6
1,1.84946615985575,6
2,0.912005441436885,6
1,0.0397293143905699,6
1,0.836997295387178,6
1,2.62919696221564,6
2,0.611018173862249,6
1,0.00272202293827008,6
1,1.02704734816672,6
1,1.66908892980757,6
1,0.946590885477972,6
1,0.0109156058169901,6
2,1.56294235113805,6
2,0.885773122955852,6
1,0.0019892331333594,6
1,0.255293211273038,6
1,0.015070578083396,6
2,0.322906543500721,6
1,0.720744852033015,6
2,0.957958046131115,6
2,0.217793593648821,6
1,3.92355451411326,6
2,3.49913704401994,6
1,0.63362332303077,6
2,0.00321604451164603,6
1,0.155915008450384,6
1,1.56389654701282,6
2,0.87929026177153,6
1,0.431911741569638,6
1,0.376627058146331,6
1,3.55688773636757,6
2,4.67117171711046,6
2,0.627031548693776,6
1,0.173606754185733,6
1,1.83565086064567,6
2,0.100963749643415,6
2,0.144400124438107,6
1,1.62882626162549,6
1,0.0406005405524012,6
1,0.930397380050272,6
1,0.713681861199439,6
2,1.36319638801445,6
2,1.57263575404031,6
2,0.146809848863631,6
2,2.63798910516659,6
1,2.4784644025133,6
2,1.78441629348029,6
1,0.928055970929563,6
1,0.159522197302431,6
2,0.0299916548654437,6
1,0.924231870658696,6
1,2.01637087008896,7
1,0.16878286831176,7
1,0.328278889413923,7
2,1.7528977113867,7
2,1.44547983064296,7
1,1.57350707702122,7
2,1.03970173555882,7
2,0.0484426917188983,7
1,0.189000368118286,7
1,1.71383597320857,7
1,0.467321635689586,7
2,2.62093611607764,7
1,1.58644337012413,7
2,1.44386138709437,7
1,1.08501121739991,7
1,1.43883665568797,7
2,0.353956824168563,7
1,3.25349327160006,7
2,1.57502648238058,7
2,0.441228547599167,7
1,1.62854555799606,7
1,1.24883775315703,7
2,0.723089689346862,7
2,0.0472463103942573,7
1,0.192209344357252,7
1,1.84946615985575,7
1,0.912005441436885,7
2,0.0397293143905699,7
2,0.836997295387178,7
2,2.62919696221564,7
1,0.611018173862249,7
1,0.00272202293827008,7
1,1.02704734816672,7
2,1.66908892980757,7
2,0.946590885477972,7
2,0.0109156058169901,7
1,1.56294235113805,7
2,0.885773122955852,7
1,0.0019892331333594,7
