"group","values",".sample"
1,0.128357466775924,1
2,1.57235892108622,1
1,0.114242495037615,1
2,0.433537067418705,1
1,2.03495081133189,1
1,0.0130628035403788,1
2,0.612000126391649,1
1,0.440234589390457,1
1,0.0417447599963333,1
2,0.893162180627597,1
1,3.64349002183831,1
2,0.208986727960153,1
2,0.0174485420515783,1
2,0.492416671477258,1
2,0.844785574781609,1
1,0.69194896928966,1
1,1.84678609541476,1
1,5.41732139706167,1
1,0.167190674319863,1
2,2.77447127498464,1
2,0.0695817272903349,1
2,2.57073027923481,1
1,0.108225282188505,1
1,0.496846353728324,1
2,2.10590386271366,1
1,4.47713920712138,1
2,1.977816915809,1
2,1.536672476976,1
2,0.637705347467482,1
1,1.42959402941056,1
1,0.128357466775924,2
1,1.57235892108622,2
1,0.114242495037615,2
1,0.433537067418705,2
2,2.03495081133189,2
2,0.0130628035403788,2
2,0.612000126391649,2
1,0.440234589390457,2
1,0.0417447599963333,2
2,0.893162180627597,2
2,3.64349002183831,2
2,0.208986727960153,2
1,0.0174485420515783,2
1,0.492416671477258,2
1,0.844785574781609,2
1,0.69194896928966,2
2,1.84678609541476,2
2,5.41732139706167,2
2,0.167190674319863,2
2,2.77447127498464,2
1,0.0695817272903349,2
1,2.57073027923481,2
1,0.108225282188505,2
1,0.496846353728324,2
2,2.10590386271366,2
2,4.47713920712138,2
1,1.977816915809,2
2,1.536672476976,2
2,0.637705347467482,2
2,1.42959402941056,2
2,0.128357466775924,3
1,1.57235892108622,3
1,0.114242495037615,3
1,0.433537067418705,3
1,2.03495081133189,3
2,0.0130628035403788,3
2,0.612000126391649,3
1,0.440234589390457,3
1,0.0417447599963333,3
1,0.893162180627597,3
1,3.64349002183831,3
2,0.208986727960153,3
2,0.0174485420515783,3
2,0.492416671477258,3
2,0.844785574781609,3
1,0.69194896928966,3
1,1.84678609541476,3
2,5.41732139706167,3
1,0.167190674319863,3
1,2.77447127498464,3
1,0.0695817272903349,3
2,2.57073027923481,3
2,0.108225282188505,3
1,0.496846353728324,3
1,2.10590386271366,3
2,4.47713920712138,3
2,1.977816915809,3
2,1.536672476976,3
2,0.637705347467482,3
2,1.42959402941056,3
1,0.128357466775924,4
2,1.57235892108622,4
1,0.114242495037615,4
1,0.433537067418705,4
1,2.03495081133189,4
1,0.0130628035403788,4
1,0.612000126391649,4
1,0.440234589390457,4
1,0.0417447599963333,4
2,0.893162180627597,4
2,3.64349002183831,4
1,0.208986727960153,4
2,0.0174485420515783,4
1,0.492416671477258,4
2,0.844785574781609,4
1,0.69194896928966,4
2,1.84678609541476,4
1,5.41732139706167,4
1,0.167190674319863,4
2,2.77447127498464,4
2,0.0695817272903349,4
2,2.57073027923481,4
2,0.108225282188505,4
2,0.496846353728324,4
2,2.10590386271366,4
1,4.47713920712138,4
1,1.977816915809,4
2,1.536672476976,4
2,0.637705347467482,4
2,1.42959402941056,4
2,0.128357466775924,5
2,1.57235892108622,5
2,0.114242495037615,5
1,0.433537067418705,5
2,2.03495081133189,5
1,0.0130628035403788,5
1,0.612000126391649,5
1,0.440234589390457,5
1,0.0417447599963333,5
1,0.893162180627597,5
2,3.64349002183831,5
2,0.208986727960153,5
2,0.0174485420515783,5
2,0.492416671477258,5
1,0.844785574781609,5
2,0.69194896928966,5
1,1.84678609541476,5
1,5.41732139706167,5
1,0.167190674319863,5
2,2.77447127498464,5
1,0.0695817272903349,5
2,2.57073027923481,5
2,0.108225282188505,5
1,0.496846353728324,5
2,2.10590386271366,5
2,4.47713920712138,5
2,1.977816915809,5
1,1.536672476976,5
1,0.637705347467482,5
1,1.42959402941056,5
1,0.128357466775924,6
1,1.57235892108622,6
1,0.114242495037615,6
1,0.433537067418705,6
1,2.03495081133189,6
1,0.0130628035403788,6
1,0.612000126391649,6
1,0.440234589390457,6
1,0.0417447599963333,6
1,0.893162180627597,6
1,3.64349002183831,6
1,0.208986727960153,6
1,0.0174485420515783,6
1,0.492416671477258,6
1,0.844785574781609,6
2,0.69194896928966,6
2,1.84678609541476,6
2,5.41732139706167,6
2,0.167190674319863,6
2,2.77447127498464,6
2,0.0695817272903349,6
2,2.57073027923481,6
2,0.108225282188505,6
2,0.496846353728324,6
2,2.10590386271366,6
2,4.47713920712138,6
2,1.977816915809,6
2,1.536672476976,6
2,0.637705347467482,6
2,1.42959402941056,6
2,0.128357466775924,7
2,1.57235892108622,7
2,0.114242495037615,7
2,0.433537067418705,7
1,2.03495081133189,7
2,0.0130628035403788,7
1,0.612000126391649,7
2,0.440234589390457,7
2,0.0417447599963333,7
1,0.893162180627597,7
1,3.64349002183831,7
1,0.208986727960153,7
1,0.0174485420515783,7
2,0.492416671477258,7
2,0.844785574781609,7
2,0.69194896928966,7
1,1.84678609541476,7
1,5.41732139706167,7
1,0.167190674319863,7
2,2.77447127498464,7
2,0.0695817272903349,7
2,2.57073027923481,7
1,0.108225282188505,7
1,0.496846353728324,7
1,2.10590386271366,7
2,4.47713920712138,7
1,1.977816915809,7
1,1.536672476976,7
2,0.637705347467482,7
1,1.42959402941056,7
1,0.128357466775924,8
1,1.57235892108622,8
2,0.114242495037615,8
2,0.433537067418705,8
1,2.03495081133189,8
1,0.0130628035403788,8
2,0.612000126391649,8
2,0.440234589390457,8
1,0.0417447599963333,8
2,0.893162180627597,8
1,3.64349002183831,8
1,0.208986727960153,8
2,0.0174485420515783,8
2,0.492416671477258,8
1,0.844785574781609,8
1,0.69194896928966,8
1,1.84678609541476,8
1,5.41732139706167,8
2,0.167190674319863,8
2,2.77447127498464,8
2,0.0695817272903349,8
2,2.57073027923481,8
1,0.108225282188505,8
1,0.496846353728324,8
2,2.10590386271366,8
2,4.47713920712138,8
2,1.977816915809,8
1,1.536672476976,8
2,0.637705347467482,8
1,1.42959402941056,8
2,0.128357466775924,9
2,1.57235892108622,9
1,0.114242495037615,9
1,0.433537067418705,9
2,2.03495081133189,9
