"group","values",".sample"
1,0.0254591513753658,1
1,0.136259535327554,1
1,1.00908756624432,1
1,0.307286316528916,1
1,1.19459339227052,1
1,0.175722185899548,1
1,1.1981892436247,1
2,2.13102020124409,1
1,0.671965039335191,1
2,1.01443929872825,1
2,0.685823121108115,1
2,0.629263168666512,1
1,0.344893207484139,1
2,0.705452921758306,1
2,2.55894808644865,1
1,1.37871125522525,1
2,0.143314506858587,1
2,2.87051004154568,1
1,0.69547649623794,1
2,0.978246681350184,1
2,2.49814658785675,1
1,1.19223226008727,1
1,0.405136776880767,1
1,3.91461989821351,1
2,0.689631418790668,1
1,0.0745452004162066,1
1,0.0683638942427933,1
2,0.25702832499519,1
1,1.50816746979001,1
2,0.682633040472865,1
2,0.155878215950163,1
1,0.10742809670046,1
2,1.24556743721933,1
1,0.817000350644152,1
2,0.137347363866866,1
1,1.07344149607689,1
2,1.30995841692657,1
2,2.14757460156891,1
1,0.928338332991016,1
2,2.12533136630867,1
2,0.479631427842675,1
2,1.87983209445121,1
1,0.192371540702879,1
1,1.91958270399811,1
1,1.38124610106916,1
2,1.00943236395878,1
2,0.981916393060237,1
2,9.95998551492985,1
2,1.23496746979654,1
2,1.9418840552419,1
1,0.804962655156851,1
2,3.81005270313614,1
1,0.0813122380348292,1
1,9.65408841705611,1
2,1.84138557057183,1
2,4.16174878459566,1
2,1.38905002512038,1
2,0.222783867095093,1
2,1.83111090483215,1
2,1.49064009571448,1
2,4.05591834690564,1
1,4.88685187036385,1
1,2.31276099598122,1
1,0.961212161928415,1
1,2.37983407145437,1
1,1.45620739124715,1
1,1.26739085670561,1
2,1.12597923921421,1
1,0.130648224069858,1
2,8.16932473471744,1
1,2.79564473452118,1
2,0.231849648989737,1
1,2.42539060385408,1
2,7.4457237374066,1
2,1.49257271029055,1
1,3.23373754973367,1
2,1.24083758676425,1
2,5.7895180367886,1
1,3.14626426752799,1
2,0.835305941849947,1
1,1.22328942436725,1
1,3.81728025656336,1
1,0.82884517852217,1
1,7.31079702042328,1
2,2.99097436154333,1
1,4.06435743291073,1
2,7.05147306435095,1
1,0.775694026959098,1
1,2.72205309132185,1
2,0.479773604014973,1
1,0.0254591513753658,2
1,0.136259535327554,2
1,1.00908756624432,2
1,0.307286316528916,2
2,1.19459339227052,2
2,0.175722185899548,2
2,1.1981892436247,2
1,2.13102020124409,2
2,0.671965039335191,2
2,1.01443929872825,2
1,0.685823121108115,2
2,0.629263168666512,2
1,0.344893207484139,2
2,0.705452921758306,2
2,2.55894808644865,2
2,1.37871125522525,2
1,0.143314506858587,2
1,2.87051004154568,2
2,0.69547649623794,2
1,0.978246681350184,2
2,2.49814658785675,2
1,1.19223226008727,2
1,0.405136776880767,2
1,3.91461989821351,2
2,0.689631418790668,2
2,0.0745452004162066,2
2,0.0683638942427933,2
2,0.25702832499519,2
1,1.50816746979001,2
1,0.682633040472865,2
2,0.155878215950163,2
1,0.10742809670046,2
1,1.24556743721933,2
2,0.817000350644152,2
1,0.137347363866866,2
2,1.07344149607689,2
1,1.30995841692657,2
1,2.14757460156891,2
1,0.928338332991016,2
2,2.12533136630867,2
2,0.479631427842675,2
1,1.87983209445121,2
2,0.192371540702879,2
1,1.91958270399811,2
2,1.38124610106916,2
1,1.00943236395878,2
2,0.981916393060237,2
2,9.95998551492985,2
1,1.23496746979654,2
1,1.9418840552419,2
1,0.804962655156851,2
2,3.81005270313614,2
2,0.0813122380348292,2
2,9.65408841705611,2
1,1.84138557057183,2
2,4.16174878459566,2
2,1.38905002512038,2
2,0.222783867095093,2
2,1.83111090483215,2
1,1.49064009571448,2
2,4.05591834690564,2
1,4.88685187036385,2
2,2.31276099598122,2
1,0.961212161928415,2
1,2.37983407145437,2
2,1.45620739124715,2
1,1.26739085670561,2
1,1.12597923921421,2
2,0.130648224069858,2
2,8.16932473471744,2
1,2.79564473452118,2
1,0.231849648989737,2
2,2.42539060385408,2
1,7.4457237374066,2
2,1.49257271029055,2
2,3.23373754973367,2
1,1.24083758676425,2
1,5.7895180367886,2
1,3.14626426752799,2
2,0.835305941849947,2
2,1.22328942436725,2
2,3.81728025656336,2
2,0.82884517852217,2
1,7.31079702042328,2
2,2.99097436154333,2
1,4.06435743291073,2
1,7.05147306435095,2
1,0.775694026959098,2
2,2.72205309132185,2
1,0.479773604014973,2
1,0.0254591513753658,3
1,0.136259535327554,3
1,1.00908756624432,3
1,0.307286316528916,3
2,1.19459339227052,3
1,0.175722185899548,3
2,1.1981892436247,3
1,2.13102020124409,3
2,0.671965039335191,3
2,1.01443929872825,3
1,0.685823121108115,3
2,0.629263168666512,3
1,0.344893207484139,3
1,0.705452921758306,3
2,2.55894808644865,3
2,1.37871125522525,3
2,0.143314506858587,3
2,2.87051004154568,3
2,0.69547649623794,3
1,0.978246681350184,3
1,2.49814658785675,3
2,1.19223226008727,3
1,0.405136776880767,3
1,3.91461989821351,3
1,0.689631418790668,3
1,0.0745452004162066,3
2,0.0683638942427933,3
1,0.25702832499519,3
1,1.50816746979001,3
2,0.682633040472865,3
1,0.155878215950163,3
2,0.10742809670046,3
1,1.24556743721933,3
2,0.817000350644152,3
2,0.137347363866866,3
1,1.07344149607689,3
2,1.30995841692657,3
1,2.14757460156891,3
1,0.928338332991016,3
1,2.12533136630867,3
2,0.479631427842675,3
1,1.87983209445121,3
1,0.192371540702879,3
1,1.91958270399811,3
2,1.38124610106916,3
1,1.00943236395878,3
2,0.981916393060237,3
1,9.95998551492985,3
1,1.23496746979654,3
1,1.9418840552419,3
2,0.804962655156851,3
2,3.81005270313614,3
2,0.0813122380348292,3
2,9.65408841705611,3
2,1.84138557057183,3
2,4.16174878459566,3
1,1.38905002512038,3
1,0.222783867095093,3
2,1.83111090483215,3
2,1.49064009571448,3
2,4.05591834690564,3
2,4.88685187036385,3
2,2.31276099598122,3
