"group","values",".sample"
1,1.38411704167248,1
1,0.338276098947972,1
2,0.101813373155892,1
1,0.75980075258286,1
2,0.258661857983952,1
1,1.02753044381262,1
1,0.958280048291099,1
1,0.377003953326494,1
1,1.18942516612009,1
2,1.63856176840977,1
1,0.613472632422963,1
1,0.936245285863888,1
1,2.34933408150885,1
1,0.222359269391745,1
1,0.252409111242741,1
1,2.02026355444434,1
2,10.0872879145796,1
2,1.63933073348346,1
1,0.222336854478648,1
2,0.118581920862198,1
1,0.364132388029248,1
2,0.437999757472426,1
1,0.676318245008588,1
2,0.475991020986897,1
1,0.913052500183594,1
1,0.0915054506622255,1
2,2.29780929850489,1
1,0.427643932402134,1
1,1.41295575528386,1
2,1.23255030527235,1
1,0.168852957896888,1
1,0.948040379169297,1
2,0.138394185945181,1
1,2.84447509327345,1
1,0.0113339829311543,1
1,1.06473679743232,1
1,3.71014181317246,1
1,0.271793880499899,1
1,0.996944174128485,1
1,1.81936328849735,1
2,0.749822770203364,1
1,0.473247930873185,1
1,0.232498541014573,1
1,0.468947547953576,1
1,0.673618386499584,1
1,0.549170517828315,1
2,0.49494041968137,1
1,0.308143071364611,1
1,1.27486003465475,1
1,0.659015041776001,1
1,0.15297957857239,1
1,0.289270211011171,1
1,0.762684986773285,1
1,0.107987550042304,1
1,0.516066756850105,1
1,0.251278130337596,1
1,0.630637685768306,1
1,0.577616427093744,1
1,0.786832713547588,1
2,3.5943347418443,1
1,0.0151958172209561,1
1,0.48350450117141,1
1,0.185617893002927,1
1,0.298352511425314,1
2,0.100414355285466,1
2,0.0240311675802425,1
2,1.91266199129484,1
1,0.205737807322294,1
1,0.135487303137779,1
1,2.48850948294157,1
1,0.177245513070375,1
1,0.0878604887984693,1
1,0.121425033621039,1
1,1.26579120961722,1
1,0.433419594075531,1
1,0.68664730200544,1
1,1.27371854517133,1
2,0.0108276385299991,1
1,0.127382481005043,1
1,1.45074163741412,1
1,0.0466464304547472,1
2,0.937344938474608,1
1,0.00332759497846291,1
2,0.135191196575761,1
1,0.745892162392748,1
2,0.643496728036553,1
2,3.01418770832901,1
1,0.296027034986764,1
2,0.240526110865176,1
1,1.81382577485385,1
1,1.28698042403431,1
1,2.63163184920762,1
1,0.521486152894795,1
1,0.527654783334583,1
1,0.536883433349431,1
2,5.29363452054956,1
1,1.55316690771139,1
1,0.329887463711202,1
1,1.75248172017273,1
1,0.427968045230955,1
1,0.594780907966197,1
1,0.020816751755774,1
1,0.15625940138658,1
1,0.080352974615907,1
1,0.532335728406906,1
1,0.442315227817744,1
